type,features__type,features__geometry__type,x,y,features__geometry__coordinates__003,features__geometry__coordinates__004,features__properties__OBJECTID,features__properties__BLOCKNAME,Rotation1,total,Rotation2
,Feature,Point,472271.6828,5362783.676,0,-1.79769313486232E+308,256,VOLRIGHT,5.758036453,380,329.911
,Feature,Point,474459.7115,5365910.095,0,-1.79769313486232E+308,257,VOLRIGHT,0.882588814,1875,50.5686
,Feature,Point,474361.4378,5365864.443,0,-1.79769313486232E+308,258,VOLEFT,0.89069359,2560,51.033
,Feature,Point,474151.4562,5365854.226,0,-1.79769313486232E+308,259,VOLEFT,1.730540473,3455,99.1527
,Feature,Point,474181.5653,5365970.158,0,-1.79769313486232E+308,260,VOLRIGHT,1.717473242,3445,98.404
,Feature,Point,475329.8264,5362558.424,0,-1.79769313486232E+308,261,VOLRIGHT,0.427560637,185,24.4974
,Feature,Point,475215.2244,5362561.293,0,-1.79769313486232E+308,262,VOLEFT,0.422285512,237,24.1952
,Feature,Point,471647.5276,5366117.478,0,-1.79769313486232E+308,263,VOL3NUM,1.092149883,0,62.5756
,Feature,Point,474719.6805,5366066.158,0,-1.79769313486232E+308,264,VOLRIGHT,0.543461937,168,31.1381
,Feature,Point,474600.3695,5366056.155,0,-1.79769313486232E+308,265,VOLEFT,0.535113211,343,30.6597
,Feature,Point,473564.1887,5363100.891,0,-1.79769313486232E+308,266,VOLRIGHT,4.539174607,0,260.076
,Feature,Point,475428.7666,5362460.947,0,-1.79769313486232E+308,267,VOLRIGHT,0.976639595,3755,55.9573
,Feature,Point,475741.9311,5362513.342,0,-1.79769313486232E+308,268,VOLRIGHT,6.192903616,3469,354.827
,Feature,Point,475450.7725,5362758.199,0,-1.79769313486232E+308,269,VOLRIGHT,5.009625106,2082,287.03
,Feature,Point,475368.9767,5363571.906,0,-1.79769313486232E+308,270,VOLEFT,1.538160243,709,88.1301
,Feature,Point,475424.3801,5363635.15,0,-1.79769313486232E+308,271,VOLRIGHT,1.523164016,641,87.2709
,Feature,Point,475466.1056,5361757.859,0,-1.79769313486232E+308,272,VOLRIGHT,6.283168383,1967,359.999
,Feature,Point,475365.3522,5361816.627,0,-1.79769313486232E+308,273,VOLEFT,0.004072119,1658,0.233315
,Feature,Point,474436.9603,5363017.56,0,-1.79769313486232E+308,274,VOLRIGHT,5.543022103,1326,317.592
,Feature,Point,474403.1461,5363138.743,0,-1.79769313486232E+308,275,VOLEFT,5.566261841,2833,318.923
,Feature,Point,474339.3085,5363217.539,0,-1.79769313486232E+308,276,VOL4NUM,1.396619012,0,80.0204
,Feature,Point,474301.249,5363013.486,0,-1.79769313486232E+308,277,VOL4NUM,1.396619013,0,80.0204
,Feature,Point,474183.6104,5362634.78,0,-1.79769313486232E+308,278,VOL4NUM,1.396619014,0,80.0204
,Feature,Point,471518.4487,5365881.444,0,-1.79769313486232E+308,279,VOL3NUM,1.092149885,0,62.5756
,Feature,Point,473152.2546,5363062.429,0,-1.79769313486232E+308,280,VOLEFT,5.576746914,832,319.524
,Feature,Point,473205.4023,5362956.836,0,-1.79769313486232E+308,281,VOLRIGHT,5.510655347,731,315.737
,Feature,Point,475889.2852,5364029.661,0,-1.79769313486232E+308,282,VOLEFT,1.570779391,223,89.999
,Feature,Point,471588.8117,5365834.569,0,-1.79769313486232E+308,283,VOL3NUM,1.092149885,0,62.5756
,Feature,Point,471532.8513,5366078.755,0,-1.79769313486232E+308,284,VOL3NUM,1.001158384,0,57.3621
,Feature,Point,476043.8116,5364186.649,0,-1.79769313486232E+308,285,VOLEFT,6.283168371,240,359.999
,Feature,Point,476000.9553,5364189.077,0,-1.79769313486232E+308,286,VOLRIGHT,6.28316837,370,359.999
,Feature,Point,475816.0651,5364077.955,0,-1.79769313486232E+308,287,VOL3NUM,1.57077939,0,89.999
,Feature,Point,476129.9904,5363986.749,0,-1.79769313486232E+308,288,VOLRIGHT,6.283168372,1036,359.999
,Feature,Point,476051.9857,5363951.714,0,-1.79769313486232E+308,289,VOLEFT,6.283168372,1093,359.999
,Feature,Point,471187.9527,5365488.835,0,-1.79769313486232E+308,290,VOLEFT,5.672303105,300,324.999
,Feature,Point,471257.2861,5365477.242,0,-1.79769313486232E+308,291,VOLRIGHT,5.759569568,220,329.999
,Feature,Point,471470.7973,5364392.948,0,-1.79769313486232E+308,292,VOLRIGHT,1.605685957,232,91.999
,Feature,Point,471426.2188,5364325.776,0,-1.79769313486232E+308,293,VOLEFT,1.62313925,162,92.999
,Feature,Point,471429.4317,5364503.469,0,-1.79769313486232E+308,294,VOLEFT,1.642039457,162,94.0819
,Feature,Point,471465.1348,5364571.88,0,-1.79769313486232E+308,295,VOLRIGHT,1.570779371,276,89.999
,Feature,Point,471753.0682,5363235.591,0,-1.79769313486232E+308,296,VOL3NUM,1.002919301,0,57.463
,Feature,Point,472732.7556,5364012.383,0,-1.79769313486232E+308,297,VOLEFT,0.020533075,9730,1.17646
,Feature,Point,472763.9289,5363873.254,0,-1.79769313486232E+308,298,VOLRIGHT,6.112924779,12410,350.245
,Feature,Point,472701.2166,5363825.875,0,-1.79769313486232E+308,299,VOLEFT,6.112565083,10990,350.224
,Feature,Point,472590.3447,5363986.266,0,-1.79769313486232E+308,300,VOLEFT,0.407226054,15400,23.3323
,Feature,Point,472600.8928,5363759.496,0,-1.79769313486232E+308,301,VOLRIGHT,4.982535144,7603,285.478
,Feature,Point,472622.5345,5363802.678,0,-1.79769313486232E+308,302,VOLEFT,5.012343305,5647,287.186
,Feature,Point,472503.1871,5363932.832,0,-1.79769313486232E+308,303,VOLRIGHT,0.236221476,11089,13.5345
,Feature,Point,472449.0472,5363959.737,0,-1.79769313486232E+308,304,VOLEFT,0.218101338,10932,12.4963
,Feature,Point,472600.0736,5363861.454,0,-1.79769313486232E+308,305,VOLEFT,1.193318284,8754,68.3721
,Feature,Point,472641.6823,5363898.773,0,-1.79769313486232E+308,306,VOLRIGHT,1.240749992,13512,71.0897
,Feature,Point,472897.9537,5363044.183,0,-1.79769313486232E+308,307,VOLEFT,4.993088324,4900,286.083
,Feature,Point,475740.4142,5362548.914,0,-1.79769313486232E+308,308,VOLEFT,1.595482549,3108,91.4144
,Feature,Point,473400.4271,5363427.76,0,-1.79769313486232E+308,309,VOLRIGHT,1.426758248,6380,81.7472
,Feature,Point,473349.3077,5363400.893,0,-1.79769313486232E+308,310,VOLEFT,1.411537111,5970,80.8751
,Feature,Point,473457.5449,5363297.259,0,-1.79769313486232E+308,311,VOL4NUM,6.125033014,0,350.939
,Feature,Point,473538.0757,5363444.073,0,-1.79769313486232E+308,312,VOLRIGHT,6.121077133,12000,350.712
,Feature,Point,473447.0558,5363247.469,0,-1.79769313486232E+308,313,VOL4NUM,6.125033014,0,350.939
,Feature,Point,472968.8666,5363396.739,0,-1.79769313486232E+308,314,VOLRIGHT,1.422831363,8740,81.5222
,Feature,Point,472921.9131,5363305.819,0,-1.79769313486232E+308,315,VOLEFT,1.398474803,8370,80.1267
,Feature,Point,472900.4693,5363281.234,0,-1.79769313486232E+308,316,VOLRIGHT,5.871006493,1650,336.384
,Feature,Point,472820.264,5363364.674,0,-1.79769313486232E+308,317,VOLEFT,5.835489567,3460,334.349
,Feature,Point,472730.6392,5363362.979,0,-1.79769313486232E+308,318,VOLRIGHT,5.83635678,11140,334.399
,Feature,Point,472691.0584,5363426.264,0,-1.79769313486232E+308,319,VOLEFT,5.855958499,11220,335.522
,Feature,Point,473206.8154,5363525.477,0,-1.79769313486232E+308,320,VOLRIGHT,1.398475173,9880,80.1267
,Feature,Point,473141.5082,5363448.472,0,-1.79769313486232E+308,321,VOLEFT,1.390807034,11140,79.6874
,Feature,Point,473016.3449,5363483.813,0,-1.79769313486232E+308,322,VOLEFT,6.11946872,2620,350.62
,Feature,Point,473111.5991,5363425.28,0,-1.79769313486232E+308,323,VOLRIGHT,6.110601058,1960,350.112
,Feature,Point,473134.8741,5363511.595,0,-1.79769313486232E+308,324,VOLRIGHT,6.121438279,11240,350.733
,Feature,Point,472997.8056,5363563.94,0,-1.79769313486232E+308,325,VOLRIGHT,1.410518199,13080,80.8167
,Feature,Point,472957.4291,5363465.243,0,-1.79769313486232E+308,326,VOLEFT,1.401138886,14010,80.2793
,Feature,Point,472722.7212,5363623.043,0,-1.79769313486232E+308,327,VOLRIGHT,6.12932601,5210,351.185
,Feature,Point,472955.7076,5363650.221,0,-1.79769313486232E+308,328,VOLEFT,1.378604812,21570,78.9882
,Feature,Point,473033.6266,5363750.78,0,-1.79769313486232E+308,329,VOLRIGHT,1.413258121,11690,80.9737
,Feature,Point,473170.9688,5363625.026,0,-1.79769313486232E+308,330,VOLEFT,1.382433942,19220,79.2076
,Feature,Point,473238.2547,5363702.156,0,-1.79769313486232E+308,331,VOLRIGHT,1.377681423,11860,78.9353
,Feature,Point,473381.959,5363585.275,0,-1.79769313486232E+308,332,VOLEFT,1.41153711,6080,80.8751
,Feature,Point,473443.4663,5363681.152,0,-1.79769313486232E+308,333,VOLRIGHT,1.426758247,5580,81.7472
,Feature,Point,473653.4435,5363642.205,0,-1.79769313486232E+308,334,VOLRIGHT,1.432336214,4840,82.0668
,Feature,Point,473580.2401,5363545.559,0,-1.79769313486232E+308,335,VOLEFT,1.400888544,3860,80.265
,Feature,Point,473458.1466,5363642.828,0,-1.79769313486232E+308,336,VOLEFT,6.116832814,11950,350.469
,Feature,Point,473803.9038,5363692.415,0,-1.79769313486232E+308,337,VOLRIGHT,6.101479719,13230,349.589
,Feature,Point,473588.9038,5363727.486,0,-1.79769313486232E+308,338,VOLRIGHT,6.101412648,12420,349.585
,Feature,Point,473510.1073,5363894.468,0,-1.79769313486232E+308,339,VOLEFT,6.185049325,13376,354.377
,Feature,Point,472889.523,5363769.921,0,-1.79769313486232E+308,340,VOLEFT,1.414073379,5810,81.0204
,Feature,Point,473050.5253,5363770.583,0,-1.79769313486232E+308,341,VOLEFT,6.10436943,10690,349.755
,Feature,Point,473178.7452,5363797.422,0,-1.79769313486232E+308,342,VOLRIGHT,6.110037165,12220,350.079
,Feature,Point,472739.5396,5364296.442,0,-1.79769313486232E+308,343,VOL4NUM,0.01072812,0,0.614676
,Feature,Point,472859.2666,5364572.875,0,-1.79769313486232E+308,344,VOLRIGHT,1.600790641,10140,91.7185
,Feature,Point,472812.7611,5364459.601,0,-1.79769313486232E+308,345,VOLEFT,1.593867795,8070,91.3219
,Feature,Point,473003.737,5364351.475,0,-1.79769313486232E+308,346,VOLEFT,1.593867797,12910,91.3219
,Feature,Point,473058.1587,5364467.111,0,-1.79769313486232E+308,347,VOLRIGHT,1.600790643,16630,91.7185
,Feature,Point,473285.5445,5364392.325,0,-1.79769313486232E+308,348,VOLRIGHT,1.483563727,16060,85.0019
,Feature,Point,473201.6389,5364295.458,0,-1.79769313486232E+308,349,VOLEFT,1.586917841,21220,90.9237
,Feature,Point,473152.139,5364751.512,0,-1.79769313486232E+308,350,VOLRIGHT,6.151940419,9400,352.48
,Feature,Point,473040.8064,5364811.023,0,-1.79769313486232E+308,351,VOLEFT,6.217373784,10570,356.229
,Feature,Point,472548.0321,5364914.277,0,-1.79769313486232E+308,352,VOLEFT,0.276809963,1090,15.86
,Feature,Point,472693.4297,5364934.199,0,-1.79769313486232E+308,353,VOLEFT,4.986008391,1840,285.677
,Feature,Point,472858.8589,5364945.865,0,-1.79769313486232E+308,354,VOLEFT,4.73707494,8420,271.414
,Feature,Point,472730.6282,5364837.333,0,-1.79769313486232E+308,355,VOLEFT,6.182658803,6590,354.24
,Feature,Point,472840.7045,5364828.617,0,-1.79769313486232E+308,356,VOLEFT,6.188280346,7280,354.562
,Feature,Point,472650.6796,5364897.852,0,-1.79769313486232E+308,357,VOLRIGHT,0.285038108,1090,16.3315
,Feature,Point,472790.9884,5364784.926,0,-1.79769313486232E+308,358,VOLRIGHT,6.183566514,9990,354.292
,Feature,Point,472954.2371,5364767.76,0,-1.79769313486232E+308,359,VOLRIGHT,6.198203824,9710,355.131
,Feature,Point,472683.1322,5364828.433,0,-1.79769313486232E+308,360,VOLRIGHT,5.042876154,1820,288.936
,Feature,Point,472805.6285,5364844.074,0,-1.79769313486232E+308,361,VOLRIGHT,4.738024645,7870,271.469
,Feature,Point,472901.8114,5364896.634,0,-1.79769313486232E+308,362,VOLRIGHT,5.048552796,12600,289.261
,Feature,Point,472912.3109,5365030.906,0,-1.79769313486232E+308,363,VOLEFT,5.056072169,18910,289.692
,Feature,Point,473179.861,5365050.485,0,-1.79769313486232E+308,364,VOLEFT,4.883524893,19222,279.805
,Feature,Point,473143.2511,5364913.72,0,-1.79769313486232E+308,365,VOLRIGHT,4.92000499,23233,281.896
,Feature,Point,472895.892,5365111.645,0,-1.79769313486232E+308,366,VOLEFT,0.36096381,9390,20.6817
,Feature,Point,473001.9315,5365099.963,0,-1.79769313486232E+308,367,VOLRIGHT,0.347942784,12010,19.9357
,Feature,Point,473068.8311,5365307.275,0,-1.79769313486232E+308,368,VOLRIGHT,4.906240977,23870,281.107
,Feature,Point,473111.378,5365429.63,0,-1.79769313486232E+308,369,VOLEFT,4.896292635,14740,280.537
,Feature,Point,473426.2402,5365530.516,0,-1.79769313486232E+308,370,VOL4NUM,0.192557102,0,11.0327
,Feature,Point,473453.7389,5365795.706,0,-1.79769313486232E+308,371,VOL3NUM,4.884188557,0,279.843
,Feature,Point,473634.9766,5366006.934,0,-1.79769313486232E+308,372,VOLRIGHT,0.183606454,6840,10.5199
,Feature,Point,473527.1593,5366033.834,0,-1.79769313486232E+308,373,VOLEFT,0.179025258,6890,10.2574
,Feature,Point,473390.6061,5366137.66,0,-1.79769313486232E+308,374,VOL3NUM,4.871132746,0,279.095
,Feature,Point,473257.0248,5366049.653,0,-1.79769313486232E+308,375,VOLRIGHT,4.913458107,7170,281.52
,Feature,Point,473282.164,5366160.747,0,-1.79769313486232E+308,376,VOLEFT,4.884913932,7520,279.885
,Feature,Point,473064.7322,5365895.591,0,-1.79769313486232E+308,377,VOLRIGHT,0.303335491,7930,17.3798
,Feature,Point,472940.6689,5365922.444,0,-1.79769313486232E+308,378,VOLEFT,0.181500467,7150,10.3992
,Feature,Point,473077.3041,5366218.44,0,-1.79769313486232E+308,379,VOLRIGHT,0.179179935,2080,10.2663
,Feature,Point,472968.8319,5366232.747,0,-1.79769313486232E+308,380,VOLEFT,0.168127829,2360,9.63301
,Feature,Point,472817.6885,5366012.554,0,-1.79769313486232E+308,381,VOLRIGHT,5.094142177,17980,291.873
,Feature,Point,472842.1349,5366143.231,0,-1.79769313486232E+308,382,VOLEFT,5.050020885,17500,289.345
,Feature,Point,472575.3382,5366168.292,0,-1.79769313486232E+308,383,VOLEFT,0.153258739,2370,8.78108
,Feature,Point,472687.9437,5366152.546,0,-1.79769313486232E+308,384,VOLRIGHT,0.185262993,3700,10.6148
,Feature,Point,472706.5778,5365829.381,0,-1.79769313486232E+308,385,VOLRIGHT,0.168866143,10920,9.67532
,Feature,Point,472611.135,5365864.554,0,-1.79769313486232E+308,386,VOLEFT,0.179770473,8580,10.3001
,Feature,Point,472629.6178,5365635.512,0,-1.79769313486232E+308,387,VOLRIGHT,5.091152219,22980,291.702
,Feature,Point,472645.165,5365750.573,0,-1.79769313486232E+308,388,VOLEFT,5.074225587,21530,290.732
,Feature,Point,472535.6818,5365782.739,0,-1.79769313486232E+308,389,VOLRIGHT,0.38573471,6400,22.101
,Feature,Point,472415.922,5365789.956,0,-1.79769313486232E+308,390,VOLEFT,0.382808142,6580,21.9333
,Feature,Point,472295.3307,5365806.664,0,-1.79769313486232E+308,391,VOLEFT,5.651373284,7920,323.8
,Feature,Point,472316.2262,5365740.424,0,-1.79769313486232E+308,392,VOLRIGHT,5.659523163,9010,324.267
,Feature,Point,472497.505,5365606.923,0,-1.79769313486232E+308,393,VOLRIGHT,5.659523165,5500,324.267
,Feature,Point,472441.5937,5365701.607,0,-1.79769313486232E+308,394,VOLEFT,5.651373285,5310,323.8
,Feature,Point,472565.0757,5365218.768,0,-1.79769313486232E+308,395,VOLRIGHT,5.754942028,8880,329.734
,Feature,Point,472495.3284,5365307.773,0,-1.79769313486232E+308,396,VOLEFT,5.757265192,10020,329.867
,Feature,Point,472581.2937,5365375.805,0,-1.79769313486232E+308,397,VOL4NUM,0.182637398,0,10.4644
,Feature,Point,472233.8198,5365410.442,0,-1.79769313486232E+308,398,VOLRIGHT,5.767904825,8760,330.477
,Feature,Point,472209.9669,5365473.67,0,-1.79769313486232E+308,399,VOLEFT,5.766487855,8430,330.395
,Feature,Point,472249.3111,5365588.191,0,-1.79769313486232E+308,400,VOLRIGHT,0.952259464,5370,54.5604
,Feature,Point,472149.9671,5365526.651,0,-1.79769313486232E+308,401,VOLEFT,0.9433792,5480,54.0516
,Feature,Point,471526.3852,5366241.083,0,-1.79769313486232E+308,402,VOLRIGHT,0.950352168,3550,54.4512
,Feature,Point,471433.422,5366176.177,0,-1.79769313486232E+308,403,VOLEFT,0.95545266,3290,54.7434
,Feature,Point,471726.603,5366020.543,0,-1.79769313486232E+308,404,VOLEFT,1.105635117,300,63.3482
,Feature,Point,471803.9838,5366076.963,0,-1.79769313486232E+308,405,VOLRIGHT,1.117084328,730,64.0042
,Feature,Point,471254.779,5365672.39,0,-1.79769313486232E+308,406,VOLRIGHT,6.132852582,7540,351.387
,Feature,Point,471168.3534,5365730.814,0,-1.79769313486232E+308,407,VOLEFT,6.121852814,9060,350.756
,Feature,Point,470921.6834,5365072.628,0,-1.79769313486232E+308,408,VOL4NUM,1.407792736,0,80.6606
,Feature,Point,471540.2312,5364664.68,0,-1.79769313486232E+308,409,VOLRIGHT,6.268546042,660,359.161
,Feature,Point,471445.8097,5364665.974,0,-1.79769313486232E+308,410,VOLRIGHT,6.271877035,327,359.352
,Feature,Point,471347.7009,5364708.508,0,-1.79769313486232E+308,411,VOLEFT,6.277391975,486,359.668
,Feature,Point,471473.335,5364707.704,0,-1.79769313486232E+308,412,VOLEFT,6.27230656,480,359.377
,Feature,Point,471428.5293,5364770.538,0,-1.79769313486232E+308,413,VOLRIGHT,6.271877034,9900,359.352
,Feature,Point,471343.2792,5364811.421,0,-1.79769313486232E+308,414,VOLEFT,6.277391974,6960,359.668
,Feature,Point,471698.558,5364787.828,0,-1.79769313486232E+308,415,VOLEFT,5.250385714,6590,300.825
,Feature,Point,471719.2674,5364671.388,0,-1.79769313486232E+308,416,VOLRIGHT,5.347721234,7580,306.402
,Feature,Point,471893.6446,5364557.292,0,-1.79769313486232E+308,417,VOLEFT,5.140891063,4050,294.551
,Feature,Point,471897.8717,5364439.564,0,-1.79769313486232E+308,418,VOLRIGHT,5.187657348,3840,297.231
,Feature,Point,471552.9261,5364318.7,0,-1.79769313486232E+308,419,VOLEFT,0.870554053,3600,49.8791
,Feature,Point,471660.5971,5364374.73,0,-1.79769313486232E+308,420,VOLRIGHT,0.869186638,3440,49.8007
,Feature,Point,471338.7157,5364043.311,0,-1.79769313486232E+308,421,VOLEFT,1.575937359,330,90.2946
,Feature,Point,471381.9606,5364134.493,0,-1.79769313486232E+308,422,VOLRIGHT,1.585073512,622,90.818
,Feature,Point,471471.4786,5364139.007,0,-1.79769313486232E+308,423,VOLRIGHT,1.585073512,940,90.818
,Feature,Point,471430.0109,5364044.273,0,-1.79769313486232E+308,424,VOLEFT,1.575937359,1010,90.2946
,Feature,Point,471668.8261,5364233.321,0,-1.79769313486232E+308,425,VOLEFT,0.004652751,8520,0.266583
,Feature,Point,471782.7376,5364186.409,0,-1.79769313486232E+308,426,VOLRIGHT,0.008905347,8830,0.510239
,Feature,Point,472036.4048,5363996.261,0,-1.79769313486232E+308,427,VOLRIGHT,5.636734448,7940,322.961
,Feature,Point,471987.5002,5364095.053,0,-1.79769313486232E+308,428,VOLEFT,5.612353028,7460,321.564
,Feature,Point,473697.0987,5361632.013,0,-1.79769313486232E+308,429,VOLRIGHT,5.925939703,3460,339.531
,Feature,Point,473623.9905,5361717.379,0,-1.79769313486232E+308,430,VOLEFT,5.921950567,3180,339.303
,Feature,Point,474007.2209,5361562.272,0,-1.79769313486232E+308,431,VOL3NUM,1.394540597,0,79.9013
,Feature,Point,473770.061,5361775.962,0,-1.79769313486232E+308,432,VOL3NUM,1.394540595,0,79.9013
,Feature,Point,472081.433,5363032.208,0,-1.79769313486232E+308,433,VOLRIGHT,5.639991235,2190,323.148
,Feature,Point,472029.6751,5363125.156,0,-1.79769313486232E+308,434,VOLEFT,5.654693031,1390,323.99
,Feature,Point,472055.6687,5363222.129,0,-1.79769313486232E+308,435,VOL3NUM,5.63132235,0,322.651
,Feature,Point,472126.3956,5363230.177,0,-1.79769313486232E+308,436,VOLRIGHT,5.639991235,2070,323.148
,Feature,Point,472053.9986,5363309.061,0,-1.79769313486232E+308,437,VOLEFT,5.654693031,2720,323.99
,Feature,Point,472008.9427,5363301.336,0,-1.79769313486232E+308,438,VOL4NUM,0.940424188,0,53.8823
,Feature,Point,471950.1361,5363220.337,0,-1.79769313486232E+308,439,VOL4NUM,0.940424188,0,53.8823
,Feature,Point,471891.2905,5363139.629,0,-1.79769313486232E+308,440,VOL4NUM,0.940424188,0,53.8823
,Feature,Point,471898.5041,5363166.44,0,-1.79769313486232E+308,441,VOLRIGHT,5.650192842,1650,323.732
,Feature,Point,471844.4533,5363253.62,0,-1.79769313486232E+308,442,VOLEFT,5.686917903,1170,325.836
,Feature,Point,471853.4048,5363293.692,0,-1.79769313486232E+308,443,VOLEFT,6.110206766,2120,350.089
,Feature,Point,471947.1081,5363237.769,0,-1.79769313486232E+308,444,VOLRIGHT,6.108611684,1650,349.998
,Feature,Point,471821.5852,5363254.988,0,-1.79769313486232E+308,445,VOLRIGHT,0.920236751,2380,52.7257
,Feature,Point,471693.3096,5363153.468,0,-1.79769313486232E+308,446,VOLRIGHT,5.670952729,2165,324.922
,Feature,Point,471634.3339,5363251.803,0,-1.79769313486232E+308,447,VOLEFT,5.65899092,2189,324.236
,Feature,Point,471448.7601,5363167.007,0,-1.79769313486232E+308,448,VOLEFT,0.940928217,2330,53.9112
,Feature,Point,471486.4681,5363054.42,0,-1.79769313486232E+308,449,VOLEFT,4.925156241,2108,282.191
,Feature,Point,471548.452,5363227.604,0,-1.79769313486232E+308,450,VOLRIGHT,0.964918721,2910,55.2858
,Feature,Point,471455.4596,5362947.547,0,-1.79769313486232E+308,451,VOLRIGHT,4.954281675,2477,283.859
,Feature,Point,471579.6437,5362942.351,0,-1.79769313486232E+308,452,VOLRIGHT,0.950210588,440,54.4431
,Feature,Point,471637.713,5362784.663,0,-1.79769313486232E+308,453,VOLEFT,0.929767871,347,53.2718
,Feature,Point,471735.0507,5362839.238,0,-1.79769313486232E+308,454,VOLRIGHT,0.931373438,472,53.3638
,Feature,Point,471591.6538,5362835.717,0,-1.79769313486232E+308,455,VOL3NUM,5.658748944,0,324.222
,Feature,Point,471578.0045,5362692.101,0,-1.79769313486232E+308,456,VOL3NUM,0.952164352,0,54.555
,Feature,Point,472016.6735,5362525.985,0,-1.79769313486232E+308,457,VOLEFT,5.66484273,750,324.572
,Feature,Point,472075.3455,5362437.597,0,-1.79769313486232E+308,458,VOLRIGHT,5.65704356,1140,324.125
,Feature,Point,471753.3701,5362490.893,0,-1.79769313486232E+308,459,VOLEFT,0.947550618,640,54.2906
,Feature,Point,471841.3347,5362532.213,0,-1.79769313486232E+308,460,VOLRIGHT,0.938914328,650,53.7958
,Feature,Point,471875.9167,5362653.691,0,-1.79769313486232E+308,461,VOLEFT,0.947550618,1351,54.2906
,Feature,Point,471958.563,5362696.908,0,-1.79769313486232E+308,462,VOLRIGHT,0.938914328,1273,53.7958
,Feature,Point,471979.7046,5362795.825,0,-1.79769313486232E+308,463,VOLEFT,0.947550617,1177,54.2906
,Feature,Point,472059.4678,5362835.2,0,-1.79769313486232E+308,464,VOLRIGHT,0.938914327,1132,53.7958
,Feature,Point,472403.8137,5363121.021,0,-1.79769313486232E+308,465,VOL4NUM,5.91453306,0,338.878
,Feature,Point,472195.0363,5363101.15,0,-1.79769313486232E+308,466,VOLEFT,0.922643123,2100,52.8636
,Feature,Point,472414.0769,5363219.63,0,-1.79769313486232E+308,467,VOLEFT,5.899874926,2283,338.038
,Feature,Point,472286.1035,5363144.23,0,-1.79769313486232E+308,468,VOLRIGHT,0.978690712,2060,56.0748
,Feature,Point,472487.1857,5363137.538,0,-1.79769313486232E+308,469,VOLRIGHT,5.928682309,2205,339.688
,Feature,Point,472511.6027,5362946.964,0,-1.79769313486232E+308,470,VOLRIGHT,1.241246629,2770,71.1182
,Feature,Point,472422.94,5362858.181,0,-1.79769313486232E+308,471,VOLEFT,1.209199323,3770,69.282
,Feature,Point,472275.1233,5362959.942,0,-1.79769313486232E+308,472,VOLEFT,5.75203429,1451,329.567
,Feature,Point,472341.3992,5362866.148,0,-1.79769313486232E+308,473,VOLRIGHT,5.758036453,2238,329.911
,Feature,Point,472082.5325,5362739.166,0,-1.79769313486232E+308,474,VOL4NUM,5.652986875,0,323.892
,Feature,Point,472190.1655,5362661.379,0,-1.79769313486232E+308,475,VOL4NUM,5.642708078,0,323.303
,Feature,Point,472535.1581,5362743.504,0,-1.79769313486232E+308,476,VOL4NUM,0.089904626,0,5.15116
,Feature,Point,472538.1539,5362864.302,0,-1.79769313486232E+308,477,VOLEFT,0.100108472,4340,5.73579
,Feature,Point,472653.6188,5362824.645,0,-1.79769313486232E+308,478,VOLRIGHT,0.105359283,5310,6.03664
,Feature,Point,472685.0576,5363101.23,0,-1.79769313486232E+308,479,VOLRIGHT,6.181547655,7560,354.177
,Feature,Point,472578.4347,5363171.326,0,-1.79769313486232E+308,480,VOLEFT,6.171160944,12280,353.581
,Feature,Point,472759.0003,5363136.57,0,-1.79769313486232E+308,481,VOLEFT,6.002510328,10760,343.919
,Feature,Point,472909.9808,5363090.659,0,-1.79769313486232E+308,482,VOLEFT,6.023788491,6230,345.138
,Feature,Point,473081.9728,5363261.612,0,-1.79769313486232E+308,483,VOLEFT,5.417199057,720,310.383
,Feature,Point,473142.5163,5363179.023,0,-1.79769313486232E+308,484,VOLEFT,1.64568966,6800,94.2911
,Feature,Point,473322.2006,5363038.727,0,-1.79769313486232E+308,485,VOLEFT,1.426393864,3050,81.7263
,Feature,Point,473218.4357,5363137.744,0,-1.79769313486232E+308,486,VOLEFT,5.761459354,1800,330.107
,Feature,Point,473118.2556,5363159.77,0,-1.79769313486232E+308,487,VOLRIGHT,5.498107788,1440,315.018
,Feature,Point,473155.0091,5363260.652,0,-1.79769313486232E+308,488,VOLRIGHT,1.67572669,8140,96.0121
,Feature,Point,473377.5012,5363131.142,0,-1.79769313486232E+308,489,VOLRIGHT,1.428787797,2510,81.8635
,Feature,Point,473289.763,5363052.125,0,-1.79769313486232E+308,490,VOLRIGHT,5.745243638,2140,329.178
,Feature,Point,473269.3699,5362853.466,0,-1.79769313486232E+308,491,VOLRIGHT,0.98619785,2230,56.505
,Feature,Point,473173.6611,5362819.853,0,-1.79769313486232E+308,492,VOLEFT,0.997031224,2740,57.1257
,Feature,Point,472687.2413,5362738.561,0,-1.79769313486232E+308,493,VOLEFT,1.577728477,2460,90.3972
,Feature,Point,472730.9709,5362851.673,0,-1.79769313486232E+308,494,VOLRIGHT,1.570779386,2920,89.999
,Feature,Point,472685.4718,5362907.057,0,-1.79769313486232E+308,495,VOLEFT,1.577728476,4460,90.3972
,Feature,Point,472941.6857,5362936.075,0,-1.79769313486232E+308,496,VOLEFT,0.994552622,350,56.9837
,Feature,Point,473040.3412,5363013.211,0,-1.79769313486232E+308,497,VOLRIGHT,1.008553254,4190,57.7858
,Feature,Point,473009.5655,5363019.288,0,-1.79769313486232E+308,498,VOLRIGHT,6.000253661,4280,343.789
