type,features__type,features__geometry__type,x,y,features__geometry__coordinates__003,features__geometry__coordinates__004,features__properties__OBJECTID,features__properties__BLOCKNAME,Rotation1,total,Rotation2
,Feature,Point,472857.0214,5363061.55,0,-1.79769313486232E+308,499,VOLRIGHT,6.032887189,10070,345.659
,Feature,Point,472732.4542,5363013.73,0,-1.79769313486232E+308,500,VOLRIGHT,1.570779385,4840,89.999
,Feature,Point,472899.2837,5362941.685,0,-1.79769313486232E+308,501,VOLRIGHT,4.926050099,5970,282.242
,Feature,Point,472816.9657,5362767.508,0,-1.79769313486232E+308,502,VOL4NUM,0.089505282,0,5.12827
,Feature,Point,472881.7213,5362850.238,0,-1.79769313486232E+308,503,VOLRIGHT,0.095246311,5680,5.45721
,Feature,Point,472779.3342,5362886.955,0,-1.79769313486232E+308,504,VOLEFT,0.089739582,3610,5.1417
,Feature,Point,472964.1213,5362860.131,0,-1.79769313486232E+308,505,VOLRIGHT,1.475792683,5610,84.5567
,Feature,Point,472914.6882,5362761.693,0,-1.79769313486232E+308,506,VOLEFT,1.542843051,5580,88.3984
,Feature,Point,472726.1368,5362712.805,0,-1.79769313486232E+308,507,VOLRIGHT,1.509295494,5000,86.4763
,Feature,Point,472673.9744,5362606.81,0,-1.79769313486232E+308,508,VOLEFT,1.471927344,5400,84.3352
,Feature,Point,472949.6272,5362722.995,0,-1.79769313486232E+308,509,VOLRIGHT,1.536297396,4257,88.0234
,Feature,Point,472909.2088,5362623.287,0,-1.79769313486232E+308,510,VOLEFT,1.542843052,4572,88.3984
,Feature,Point,472880.9508,5362601.863,0,-1.79769313486232E+308,511,VOL4NUM,0.08505328,0,4.87319
,Feature,Point,472876.5029,5362388.681,0,-1.79769313486232E+308,512,VOLRIGHT,1.208307703,2491,69.2309
,Feature,Point,472797.689,5362306.858,0,-1.79769313486232E+308,513,VOLEFT,1.189400308,1909,68.1476
,Feature,Point,472735.9443,5362416.578,0,-1.79769313486232E+308,514,VOLRIGHT,5.924042861,330,339.423
,Feature,Point,472661.5527,5362478.947,0,-1.79769313486232E+308,515,VOLEFT,5.918813549,100,339.123
,Feature,Point,472743.7588,5362360.784,0,-1.79769313486232E+308,516,VOLRIGHT,1.17642303,180,67.4041
,Feature,Point,472669.1523,5362303.915,0,-1.79769313486232E+308,517,VOLEFT,1.151355187,100,65.9678
,Feature,Point,472659.269,5362430.787,0,-1.79769313486232E+308,518,VOLRIGHT,1.145095139,1250,65.6091
,Feature,Point,472583.6153,5362363.438,0,-1.79769313486232E+308,519,VOLEFT,1.164289138,970,66.7089
,Feature,Point,472629.0461,5362296.722,0,-1.79769313486232E+308,520,VOL4NUM,5.661778153,0,324.396
,Feature,Point,472315.0959,5362476.215,0,-1.79769313486232E+308,521,VOLRIGHT,0.947692415,2510,54.2988
,Feature,Point,472215.4481,5362414.055,0,-1.79769313486232E+308,522,VOLEFT,0.924640449,2090,52.978
,Feature,Point,472264.3813,5362342.822,0,-1.79769313486232E+308,523,VOLEFT,5.656510978,1250,324.094
,Feature,Point,472323.1974,5362255.053,0,-1.79769313486232E+308,524,VOLRIGHT,5.663556055,1900,324.498
,Feature,Point,472184.9849,5362048.116,0,-1.79769313486232E+308,525,VOLRIGHT,5.663096738,3900,324.472
,Feature,Point,472130.5771,5362141.795,0,-1.79769313486232E+308,526,VOLEFT,5.664803082,3270,324.569
,Feature,Point,472741.2291,5362034.456,0,-1.79769313486232E+308,527,VOLRIGHT,1.31550454,2180,75.3729
,Feature,Point,472672.8507,5361946.428,0,-1.79769313486232E+308,528,VOLEFT,1.314878634,2120,75.337
,Feature,Point,472713.6442,5361908.801,0,-1.79769313486232E+308,529,VOLRIGHT,1.349281358,650,77.3081
,Feature,Point,472645.3236,5361837.737,0,-1.79769313486232E+308,530,VOLEFT,1.30377073,820,74.7006
,Feature,Point,473514.313,5361971.402,0,-1.79769313486232E+308,531,VOLEFT,1.48124221,2770,84.8689
,Feature,Point,473576.1143,5362076.649,0,-1.79769313486232E+308,532,VOLRIGHT,1.496123905,2420,85.7216
,Feature,Point,473313.8033,5362193.546,0,-1.79769313486232E+308,533,VOL4NUM,1.306532787,0,74.8588
,Feature,Point,473267.1864,5362085.655,0,-1.79769313486232E+308,534,VOL4NUM,0.723899721,0,41.4764
,Feature,Point,473226.2707,5362007.457,0,-1.79769313486232E+308,535,VOL4NUM,5.330846186,0,305.435
,Feature,Point,473121.5701,5362111.889,0,-1.79769313486232E+308,536,VOL4NUM,5.639847809,0,323.139
,Feature,Point,472996.3341,5362188.969,0,-1.79769313486232E+308,537,VOL4NUM,5.892283275,0,337.603
,Feature,Point,473249.3643,5362166.748,0,-1.79769313486232E+308,538,VOLRIGHT,5.512449904,1990,315.84
,Feature,Point,473066.3593,5362240.212,0,-1.79769313486232E+308,539,VOLEFT,1.382885105,680,79.2335
,Feature,Point,473140.8279,5362557.34,0,-1.79769313486232E+308,540,VOLEFT,1.566082883,1360,89.7299
,Feature,Point,473600.469,5362625.251,0,-1.79769313486232E+308,541,VOLRIGHT,6.105637283,2350,349.827
,Feature,Point,473512.91,5362683.115,0,-1.79769313486232E+308,542,VOLEFT,6.124802572,2500,350.925
,Feature,Point,473505.8758,5362754.21,0,-1.79769313486232E+308,543,VOLRIGHT,0.821322447,2010,47.0583
,Feature,Point,473391.3523,5362695.86,0,-1.79769313486232E+308,544,VOLEFT,0.796366094,1910,45.6284
,Feature,Point,473563.594,5362352.04,0,-1.79769313486232E+308,545,VOLEFT,1.265264332,7732,72.4943
,Feature,Point,473661.1962,5362477.467,0,-1.79769313486232E+308,546,VOLRIGHT,1.291231881,7105,73.9821
,Feature,Point,473890.5888,5362498.136,0,-1.79769313486232E+308,547,VOL3NUM,1.398525209,0,80.1296
,Feature,Point,473720.4856,5362600.139,0,-1.79769313486232E+308,548,VOL3NUM,6.110371484,0,350.099
,Feature,Point,474341.4374,5362720.112,0,-1.79769313486232E+308,549,VOL3NUM,6.117257767,0,350.493
,Feature,Point,473583.2996,5363220.853,0,-1.79769313486232E+308,550,VOLRIGHT,1.420352155,6250,81.3802
,Feature,Point,473474.2151,5362914.94,0,-1.79769313486232E+308,551,VOL4NUM,1.413953868,0,81.0136
,Feature,Point,473994.7619,5362937.208,0,-1.79769313486232E+308,552,VOLRIGHT,6.117305022,1219,350.496
,Feature,Point,473891.0364,5363001.555,0,-1.79769313486232E+308,553,VOLEFT,6.122464985,1759,350.791
,Feature,Point,473630.037,5363042.348,0,-1.79769313486232E+308,554,VOL3NUM,6.118991475,0,350.592
,Feature,Point,474171.4473,5363178.045,0,-1.79769313486232E+308,555,VOLEFT,6.119654888,1452,350.63
,Feature,Point,473720.8379,5363089.393,0,-1.79769313486232E+308,556,VOLEFT,1.385716599,9770,79.3957
,Feature,Point,473790.6381,5363175.027,0,-1.79769313486232E+308,557,VOLRIGHT,1.399424531,9770,80.1811
,Feature,Point,473939.6494,5363224.626,0,-1.79769313486232E+308,558,VOLRIGHT,6.088491887,1620,348.845
,Feature,Point,473844.1404,5363286.67,0,-1.79769313486232E+308,559,VOLEFT,6.119654886,2720,350.63
,Feature,Point,474027.1932,5363300.839,0,-1.79769313486232E+308,560,VOL4NUM,1.381096121,0,79.131
,Feature,Point,474020.2355,5363407.479,0,-1.79769313486232E+308,561,VOLRIGHT,6.095015938,11270,349.219
,Feature,Point,473982.0444,5363612.105,0,-1.79769313486232E+308,562,VOLEFT,6.126624363,13950,351.03
,Feature,Point,474230.4938,5363633.276,0,-1.79769313486232E+308,563,VOLRIGHT,6.18636564,12530,354.453
,Feature,Point,474155.3248,5363849.188,0,-1.79769313486232E+308,564,VOLEFT,6.199819814,14000,355.224
,Feature,Point,474232.4357,5363941.266,0,-1.79769313486232E+308,565,VOL3NUM,6.19308524,0,354.838
,Feature,Point,473610.3966,5364008.455,0,-1.79769313486232E+308,566,VOLRIGHT,6.188596482,2060,354.58
,Feature,Point,473817.6465,5363988.134,0,-1.79769313486232E+308,567,VOLRIGHT,6.188596483,1500,354.58
,Feature,Point,473515.7145,5364060.691,0,-1.79769313486232E+308,568,VOLEFT,6.185827299,900,354.422
,Feature,Point,473734.9758,5364040.986,0,-1.79769313486232E+308,569,VOLEFT,6.1858273,940,354.422
,Feature,Point,473303.9246,5364282.121,0,-1.79769313486232E+308,570,VOLEFT,6.195631208,3940,354.984
,Feature,Point,473406.611,5364226.877,0,-1.79769313486232E+308,571,VOLRIGHT,6.192805909,5150,354.822
,Feature,Point,474333.3158,5364339.434,0,-1.79769313486232E+308,572,VOL3NUM,6.142169626,0,351.92
,Feature,Point,474273.0176,5364381.163,0,-1.79769313486232E+308,573,VOL3NUM,1.487861724,0,85.2482
,Feature,Point,474500.3692,5364560.402,0,-1.79769313486232E+308,574,VOLRIGHT,1.536963135,2253,88.0615
,Feature,Point,474453.9112,5364472.737,0,-1.79769313486232E+308,575,VOLEFT,1.529005292,2078,87.6056
,Feature,Point,474378.156,5364682.178,0,-1.79769313486232E+308,576,VOLEFT,6.204473725,6090,355.49
,Feature,Point,474481.4241,5364629.727,0,-1.79769313486232E+308,577,VOLRIGHT,6.197358518,6570,355.082
,Feature,Point,474275.0187,5364649.467,0,-1.79769313486232E+308,578,VOLRIGHT,6.197358517,7130,355.082
,Feature,Point,474171.2484,5364706.918,0,-1.79769313486232E+308,579,VOLEFT,6.161813484,6600,353.046
,Feature,Point,474349.7336,5364825.115,0,-1.79769313486232E+308,580,VOLRIGHT,6.262953987,1188,358.841
,Feature,Point,474256.0843,5364872.714,0,-1.79769313486232E+308,581,VOLEFT,6.261568845,943,358.761
,Feature,Point,474416.3691,5365001.604,0,-1.79769313486232E+308,582,VOLRIGHT,1.241039838,394,71.1063
,Feature,Point,474341.3506,5364923.494,0,-1.79769313486232E+308,583,VOLEFT,1.250508897,449,71.6489
,Feature,Point,473816.7135,5365074.326,0,-1.79769313486232E+308,584,VOL4NUM,0.179371416,0,10.2772
,Feature,Point,473938.3957,5364954.637,0,-1.79769313486232E+308,585,VOLEFT,1.512490394,10240,86.6593
,Feature,Point,473995.9823,5365063.651,0,-1.79769313486232E+308,586,VOLRIGHT,1.499865845,10160,85.936
,Feature,Point,473843.9279,5364935.415,0,-1.79769313486232E+308,587,VOLRIGHT,1.734613954,250,99.3861
,Feature,Point,473812.6206,5364842.46,0,-1.79769313486232E+308,588,VOLEFT,1.752122448,590,100.389
,Feature,Point,473877.0137,5364942.184,0,-1.79769313486232E+308,589,VOL4NUM,1.7634029,0,101.036
,Feature,Point,473948.2961,5364538,0,-1.79769313486232E+308,590,VOLRIGHT,1.472574483,10350,84.3723
,Feature,Point,473891.0982,5364427.73,0,-1.79769313486232E+308,591,VOLEFT,1.477938481,10500,84.6796
,Feature,Point,473699.0229,5364621.679,0,-1.79769313486232E+308,592,VOL4NUM,1.481431977,0,84.8798
,Feature,Point,473877.66,5364690.538,0,-1.79769313486232E+308,593,VOLRIGHT,6.194394717,9200,354.913
,Feature,Point,473633.228,5364713.176,0,-1.79769313486232E+308,594,VOLRIGHT,6.200058289,8920,355.237
,Feature,Point,473774.9736,5364743.39,0,-1.79769313486232E+308,595,VOLEFT,6.202727416,9000,355.39
,Feature,Point,473508.3587,5364768.963,0,-1.79769313486232E+308,596,VOLEFT,6.192995258,9970,354.832
,Feature,Point,473722.7906,5364880.748,0,-1.79769313486232E+308,597,VOL3NUM,1.7542181,0,100.509
,Feature,Point,473634.6627,5364876.69,0,-1.79769313486232E+308,598,VOL3NUM,1.75347326,0,100.467
,Feature,Point,473728.1579,5365011.959,0,-1.79769313486232E+308,599,VOL4NUM,0.193339361,0,11.0775
,Feature,Point,473533.1206,5365110.836,0,-1.79769313486232E+308,600,VOL4NUM,1.742762237,0,99.8529
,Feature,Point,473327.1658,5365152.538,0,-1.79769313486232E+308,601,VOLRIGHT,0.188497721,13830,10.8001
,Feature,Point,473199.5766,5365185.411,0,-1.79769313486232E+308,602,VOLEFT,0.189318085,12100,10.8471
,Feature,Point,473440.9729,5365045.923,0,-1.79769313486232E+308,603,VOLEFT,1.74970414,8960,100.251
,Feature,Point,473469.4187,5365160.004,0,-1.79769313486232E+308,604,VOLRIGHT,1.762789325,9130,101
,Feature,Point,473742.1453,5365235.989,0,-1.79769313486232E+308,605,VOLRIGHT,0.18174208,8268,10.4131
,Feature,Point,473621.6371,5365266.163,0,-1.79769313486232E+308,606,VOLEFT,0.181907728,8522,10.4225
,Feature,Point,473831.7491,5365156.625,0,-1.79769313486232E+308,607,VOL3NUM,1.752741918,0,100.425
,Feature,Point,473924.5498,5365402.944,0,-1.79769313486232E+308,608,VOL3NUM,0.186783999,0,10.7019
,Feature,Point,474493.9061,5365299.206,0,-1.79769313486232E+308,609,VOLEFT,1.304431617,3560,74.7384
,Feature,Point,474562.9002,5365383.824,0,-1.79769313486232E+308,610,VOLRIGHT,1.238946542,3050,70.9864
,Feature,Point,474350.6964,5365410.483,0,-1.79769313486232E+308,611,VOLEFT,0.008675184,10310,0.497051
,Feature,Point,474473.0957,5365362.342,0,-1.79769313486232E+308,612,VOLRIGHT,0.011341889,10530,0.649842
,Feature,Point,474388.5959,5365531.647,0,-1.79769313486232E+308,613,VOLRIGHT,5.545421743,1930,317.729
,Feature,Point,474338.3683,5365623.746,0,-1.79769313486232E+308,614,VOLEFT,5.592081464,1860,320.403
,Feature,Point,474227.8268,5365647.991,0,-1.79769313486232E+308,615,VOLEFT,0.890693592,3750,51.033
,Feature,Point,474288.0743,5365661.437,0,-1.79769313486232E+308,616,VOLRIGHT,0.882588816,5020,50.5686
,Feature,Point,474179.653,5365673.383,0,-1.79769313486232E+308,617,VOLEFT,1.730540475,7150,99.1527
,Feature,Point,474209.7622,5365789.315,0,-1.79769313486232E+308,618,VOLRIGHT,1.717473244,5980,98.404
,Feature,Point,474076.2779,5366089.738,0,-1.79769313486232E+308,619,VOLRIGHT,0.186137455,6820,10.6649
,Feature,Point,473962.1093,5366114.115,0,-1.79769313486232E+308,620,VOLEFT,0.193636913,6640,11.0946
,Feature,Point,474289.5269,5366128.535,0,-1.79769313486232E+308,621,VOLRIGHT,0.187497395,8270,10.7428
,Feature,Point,474173.0767,5366158.166,0,-1.79769313486232E+308,622,VOLEFT,0.183395547,8050,10.5078
,Feature,Point,474530.1392,5366170.849,0,-1.79769313486232E+308,623,VOLRIGHT,6.274441704,8730,359.499
,Feature,Point,474436.4896,5366215.512,0,-1.79769313486232E+308,624,VOLEFT,6.274441703,8830,359.499
,Feature,Point,474567.6372,5366140.935,0,-1.79769313486232E+308,625,VOLRIGHT,1.252061664,4320,71.7378
,Feature,Point,474492.0018,5366051.924,0,-1.79769313486232E+308,626,VOLEFT,1.206866243,5300,69.1483
,Feature,Point,475259.4457,5366147.673,0,-1.79769313486232E+308,627,VOLRIGHT,6.274441708,6610,359.499
,Feature,Point,475154.5531,5366173.248,0,-1.79769313486232E+308,628,VOLEFT,6.274441707,6300,359.499
,Feature,Point,475372.9003,5365822.939,0,-1.79769313486232E+308,629,VOLRIGHT,1.553326084,8100,88.999
,Feature,Point,475325.2817,5365719.87,0,-1.79769313486232E+308,630,VOLEFT,1.553326084,8500,88.999
,Feature,Point,475361.8859,5365437.671,0,-1.79769313486232E+308,631,VOLRIGHT,1.553326087,9020,88.999
,Feature,Point,475316.6253,5365331.668,0,-1.79769313486232E+308,632,VOLEFT,1.553326087,9830,88.999
,Feature,Point,475291.1125,5365504.38,0,-1.79769313486232E+308,633,VOL3NUM,6.274441712,0,359.499
,Feature,Point,475085.8659,5365650.432,0,-1.79769313486232E+308,634,VOL3NUM,0.531128624,0,30.4314
,Feature,Point,475161.2376,5365750.12,0,-1.79769313486232E+308,635,VOLRIGHT,0.535048639,8910,30.656
,Feature,Point,475044.7127,5365742.866,0,-1.79769313486232E+308,636,VOLEFT,0.519335911,9300,29.7558
,Feature,Point,474941.2498,5365820.492,0,-1.79769313486232E+308,637,VOLEFT,5.205484026,2445,298.252
,Feature,Point,474971.8558,5365658.179,0,-1.79769313486232E+308,638,VOLRIGHT,5.178662889,2806,296.716
,Feature,Point,474831.8705,5365682.535,0,-1.79769313486232E+308,639,VOL3NUM,0.494713386,0,28.345
,Feature,Point,474760.0644,5365509.014,0,-1.79769313486232E+308,640,VOLRIGHT,0.543461942,9200,31.1381
,Feature,Point,474640.7544,5365499.011,0,-1.79769313486232E+308,641,VOLEFT,0.535113216,9870,30.6597
,Feature,Point,474680.5984,5365306.742,0,-1.79769313486232E+308,642,VOL4NUM,6.274441712,0,359.499
,Feature,Point,474913.093,5365331.086,0,-1.79769313486232E+308,643,VOL4NUM,1.553326086,0,88.999
,Feature,Point,475078.3346,5365154.317,0,-1.79769313486232E+308,644,VOL3NUM,1.553326088,0,88.999
,Feature,Point,474851.0606,5364940.454,0,-1.79769313486232E+308,645,VOL3NUM,1.553326088,0,88.999
,Feature,Point,474942.6675,5364934.659,0,-1.79769313486232E+308,646,VOL3NUM,1.553326089,0,88.999
,Feature,Point,474968.4446,5364808.817,0,-1.79769313486232E+308,647,VOLRIGHT,6.256988424,1330,358.499
,Feature,Point,474862.9729,5364857.033,0,-1.79769313486232E+308,648,VOLEFT,6.256988423,1840,358.499
,Feature,Point,475714.9526,5364712.493,0,-1.79769313486232E+308,649,VOLRIGHT,1.417314285,5530,81.2061
,Feature,Point,475639.499,5364638.929,0,-1.79769313486232E+308,650,VOLEFT,1.394774901,5500,79.9147
,Feature,Point,475518.9771,5365047.172,0,-1.79769313486232E+308,651,VOLEFT,6.254817858,482,358.375
,Feature,Point,475614.3489,5364999.746,0,-1.79769313486232E+308,652,VOLRIGHT,6.252061699,570,358.217
,Feature,Point,475284.158,5365241.254,0,-1.79769313486232E+308,653,VOL3NUM,6.255297628,0,358.402
,Feature,Point,475249.9515,5365145.625,0,-1.79769313486232E+308,654,VOL4NUM,1.535872796,0,87.999
,Feature,Point,475309.6709,5365095.782,0,-1.79769313486232E+308,655,VOLEFT,1.535872796,9680,87.999
,Feature,Point,475299.6918,5364872.66,0,-1.79769313486232E+308,656,VOLEFT,1.535872798,6240,87.999
,Feature,Point,475355.4733,5365195.261,0,-1.79769313486232E+308,657,VOLRIGHT,1.535872796,8950,87.999
,Feature,Point,475352.577,5364975.231,0,-1.79769313486232E+308,658,VOLRIGHT,1.535872797,6510,87.999
,Feature,Point,475346.2392,5364723.116,0,-1.79769313486232E+308,659,VOLRIGHT,1.535872799,8870,87.999
,Feature,Point,475296.8448,5364615.075,0,-1.79769313486232E+308,660,VOLEFT,1.558617389,8500,89.3022
,Feature,Point,475039.052,5364632.318,0,-1.79769313486232E+308,661,VOLEFT,6.204413891,4500,355.487
,Feature,Point,475140.0638,5364581.662,0,-1.79769313486232E+308,662,VOLRIGHT,6.211155313,5520,355.873
,Feature,Point,475572.6973,5364539.354,0,-1.79769313486232E+308,663,VOLRIGHT,6.206144222,7674,355.586
,Feature,Point,475473.1757,5364586.916,0,-1.79769313486232E+308,664,VOLEFT,6.205432531,7014,355.545
,Feature,Point,475611.7081,5364428.545,0,-1.79769313486232E+308,665,VOLEFT,1.414853527,7830,81.0651
,Feature,Point,475580.3267,5364235.94,0,-1.79769313486232E+308,666,VOLEFT,1.414853529,8630,81.0651
,Feature,Point,475668.0597,5364521.686,0,-1.79769313486232E+308,667,VOLRIGHT,1.433407126,8180,82.1282
,Feature,Point,475638.4552,5364330.39,0,-1.79769313486232E+308,668,VOLRIGHT,1.433407127,7360,82.1282
,Feature,Point,475141.5429,5364188.169,0,-1.79769313486232E+308,669,VOLEFT,1.537197323,190,88.0749
,Feature,Point,475061.6956,5364301.26,0,-1.79769313486232E+308,670,VOLEFT,6.245371612,180,357.833
,Feature,Point,475130.9548,5364261.195,0,-1.79769313486232E+308,671,VOLRIGHT,6.246549258,260,357.901
,Feature,Point,475187.4584,5364274.244,0,-1.79769313486232E+308,672,VOLRIGHT,1.555468656,190,89.1218
,Feature,Point,475315.4782,5364148.73,0,-1.79769313486232E+308,673,VOLRIGHT,0.503754383,6050,28.863
,Feature,Point,475175.1713,5364116.882,0,-1.79769313486232E+308,674,VOLEFT,0.498218144,6120,28.5458
,Feature,Point,474892.0041,5364039.777,0,-1.79769313486232E+308,675,VOL3NUM,1.519523112,0,87.0623
,Feature,Point,474972.2466,5364011.978,0,-1.79769313486232E+308,676,VOLEFT,0.47893961,6210,27.4412
,Feature,Point,475090.3593,5364025.458,0,-1.79769313486232E+308,677,VOLRIGHT,0.482553475,5800,27.6483
,Feature,Point,474756.5655,5363758.704,0,-1.79769313486232E+308,678,VOLRIGHT,6.161124731,6860,353.006
,Feature,Point,474758.6847,5363879.905,0,-1.79769313486232E+308,679,VOLRIGHT,0.525107252,5050,30.0864
,Feature,Point,474674.3608,5363859.4,0,-1.79769313486232E+308,680,VOLEFT,0.478939609,5520,27.4412
,Feature,Point,474666.0443,5363809.968,0,-1.79769313486232E+308,681,VOLEFT,6.187726406,7300,354.531
,Feature,Point,474459.7635,5363821.333,0,-1.79769313486232E+308,682,VOLEFT,6.24648536,13500,357.897
,Feature,Point,474472.0026,5363721.721,0,-1.79769313486232E+308,683,VOL4NUM,1.542739046,0,88.3924
,Feature,Point,474566.75,5363631.188,0,-1.79769313486232E+308,684,VOLRIGHT,0.059161358,10370,3.3897
,Feature,Point,474427.415,5363619.593,0,-1.79769313486232E+308,685,VOLRIGHT,6.188041284,11560,354.549
,Feature,Point,474441.2878,5363571.069,0,-1.79769313486232E+308,686,VOLEFT,6.027109119,11240,345.328
,Feature,Point,474543.3971,5363467.952,0,-1.79769313486232E+308,687,VOLRIGHT,0.482957074,10100,27.6714
,Feature,Point,474627.8911,5363354.779,0,-1.79769313486232E+308,688,VOL3NUM,4.99909524,0,286.427
,Feature,Point,475017.876,5363079.887,0,-1.79769313486232E+308,689,VOL4NUM,0.413084828,0,23.668
,Feature,Point,474905.5729,5363395.313,0,-1.79769313486232E+308,690,VOL4NUM,1.570779392,0,89.999
,Feature,Point,474998.6796,5363685.278,0,-1.79769313486232E+308,691,VOLRIGHT,0.530128039,10300,30.3741
,Feature,Point,474881.4228,5363672.815,0,-1.79769313486232E+308,692,VOLEFT,0.560775021,8670,32.13
,Feature,Point,475370.562,5363735.524,0,-1.79769313486232E+308,693,VOLRIGHT,6.250709401,6260,358.139
,Feature,Point,475273.9016,5363780.15,0,-1.79769313486232E+308,694,VOLEFT,6.262724355,7700,358.828
,Feature,Point,475255.8264,5363870.468,0,-1.79769313486232E+308,695,VOLRIGHT,0.738984236,9821,42.3407
,Feature,Point,475134.6887,5363840.516,0,-1.79769313486232E+308,696,VOLEFT,0.730899979,9822,41.8775
,Feature,Point,475652.916,5364044.438,0,-1.79769313486232E+308,697,VOL3NUM,1.57077939,0,89.999
,Feature,Point,475758.0819,5364199.37,0,-1.79769313486232E+308,698,VOLRIGHT,0.732977054,12461,41.9965
,Feature,Point,475648.087,5364168.317,0,-1.79769313486232E+308,699,VOLEFT,0.692677817,10597,39.6875
,Feature,Point,476029.7783,5363856.659,0,-1.79769313486232E+308,700,VOL4NUM,1.570779392,0,89.999
,Feature,Point,475750.3213,5363860.134,0,-1.79769313486232E+308,701,VOL3NUM,1.570779392,0,89.999
,Feature,Point,475607.7896,5363948.004,0,-1.79769313486232E+308,702,VOL4NUM,6.283168371,0,359.999
,Feature,Point,475544.3842,5363816.665,0,-1.79769313486232E+308,703,VOLEFT,1.603674581,4830,91.8838
,Feature,Point,475593.2745,5363919.734,0,-1.79769313486232E+308,704,VOLRIGHT,1.575410795,4300,90.2644
,Feature,Point,475598.4198,5363457.911,0,-1.79769313486232E+308,705,VOLRIGHT,1.575410798,2416,90.2644
,Feature,Point,475558.4147,5363353.066,0,-1.79769313486232E+308,706,VOLEFT,1.603674584,2672,91.8838
,Feature,Point,475596.1752,5363690.356,0,-1.79769313486232E+308,707,VOLRIGHT,1.575410797,4067,90.2644
,Feature,Point,475549.062,5363585.512,0,-1.79769313486232E+308,708,VOLEFT,1.603674583,4297,91.8838
,Feature,Point,476064.1089,5363353.835,0,-1.79769313486232E+308,709,VOL3NUM,6.283168376,0,359.999
,Feature,Point,476062.2436,5363044.434,0,-1.79769313486232E+308,710,VOLRIGHT,6.283168378,2575,359.999
,Feature,Point,475957.7027,5363091.749,0,-1.79769313486232E+308,711,VOLEFT,6.283168377,2731,359.999
,Feature,Point,475814.4342,5363032.597,0,-1.79769313486232E+308,712,VOLEFT,0.333826319,1370,19.1268
,Feature,Point,475878.3435,5363007.884,0,-1.79769313486232E+308,713,VOLRIGHT,0.335956009,1570,19.2489
,Feature,Point,475629.8644,5362869.601,0,-1.79769313486232E+308,714,VOLRIGHT,0.938483413,2190,53.7711
,Feature,Point,475521.9438,5362811.284,0,-1.79769313486232E+308,715,VOLEFT,0.879443912,1600,50.3884
,Feature,Point,475467.363,5362881.376,0,-1.79769313486232E+308,716,VOLEFT,5.011060586,1886,287.113
,Feature,Point,475430.7067,5362723.095,0,-1.79769313486232E+308,717,VOLRIGHT,0.427560636,1261,24.4974
,Feature,Point,475316.1047,5362725.964,0,-1.79769313486232E+308,718,VOLEFT,0.422285511,1687,24.1952
,Feature,Point,474920.2375,5362629.886,0,-1.79769313486232E+308,719,VOLEFT,0.071634938,1830,4.10438
,Feature,Point,475042.9362,5362724.822,0,-1.79769313486232E+308,720,VOLEFT,4.780902932,2000,273.926
,Feature,Point,475003.8617,5362644.052,0,-1.79769313486232E+308,721,VOLRIGHT,4.781538992,1670,273.962
,Feature,Point,475017.7881,5362593.51,0,-1.79769313486232E+308,722,VOLRIGHT,0.065880662,1460,3.77468
,Feature,Point,474832.1309,5362522.803,0,-1.79769313486232E+308,723,VOL3NUM,1.538160244,0,88.1301
,Feature,Point,474803.1983,5362444.457,0,-1.79769313486232E+308,724,VOL3NUM,6.269094294,0,359.193
,Feature,Point,474139.6103,5362348.391,0,-1.79769313486232E+308,725,VOL4NUM,1.396619016,0,80.0204
,Feature,Point,474508.7699,5362565.511,0,-1.79769313486232E+308,726,VOL3NUM,1.414831762,0,81.0639
,Feature,Point,474421.4699,5362602.081,0,-1.79769313486232E+308,727,VOL3NUM,1.385873892,0,79.4047
,Feature,Point,474471.8701,5362479.899,0,-1.79769313486232E+308,728,VOL3NUM,5.44676755,0,312.077
,Feature,Point,474468.1375,5362381.035,0,-1.79769313486232E+308,729,VOL3NUM,0.740299081,0,42.416
,Feature,Point,474547.4701,5362327.871,0,-1.79769313486232E+308,730,VOL3NUM,5.440614802,0,311.724
,Feature,Point,474481.9628,5362332.457,0,-1.79769313486232E+308,731,VOLEFT,5.440199068,4128,311.7
,Feature,Point,474514.4535,5362229.166,0,-1.79769313486232E+308,732,VOLRIGHT,5.445838329,5080,312.024
,Feature,Point,474817.1608,5361925.431,0,-1.79769313486232E+308,733,VOLRIGHT,0.322224735,4398,18.4621
,Feature,Point,474702.9975,5361940.213,0,-1.79769313486232E+308,734,VOLEFT,0.337838185,2456,19.3567
,Feature,Point,475130.4645,5362208.437,0,-1.79769313486232E+308,735,VOLEFT,0.452263036,3950,25.9128
,Feature,Point,474914.2636,5362213.149,0,-1.79769313486232E+308,736,VOLEFT,6.096908391,4809,349.327
,Feature,Point,475005.9128,5362152.024,0,-1.79769313486232E+308,737,VOLRIGHT,6.085477753,4869,348.672
,Feature,Point,475257.8422,5362212.151,0,-1.79769313486232E+308,738,VOLRIGHT,0.413852529,3900,23.712
,Feature,Point,475492.3242,5362387.146,0,-1.79769313486232E+308,739,VOL3NUM,1.556277818,0,89.1682
,Feature,Point,476191.8965,5362456.41,0,-1.79769313486232E+308,740,VOLRIGHT,5.725337284,1379,328.038
,Feature,Point,476101.3548,5362563.592,0,-1.79769313486232E+308,741,VOLEFT,5.793491144,1380,331.943
